Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 81VV ideapad S340 -1...,57990,601 Ratings & 62 Reviews,4.3
Acer Nitro 5 Ryzen 7 Octa Core 4800H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,82590,14 Ratings & 2 Reviews,4.4
Asus Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ501T Laptop,23990,1099 Ratings & 149 Reviews,4
Lenovo IdeaPad Gaming 3i Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,78990,488 Ratings & 89 Reviews,4.4
HP Pavilion x360 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1180TU 2 in 1 Laptop,74990,84 Ratings & 15 Reviews,4.4
Acer Predator Triton 300 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Gefo...,74990,4 Ratings & 1 Reviews,4.8
MSI GF65 Thin Core i7 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce RTX 206...,94990,465 Ratings & 99 Reviews,4.6
Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,38990,80 Ratings & 16 Reviews,4.5
HP 250 G7 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) 22A67PA Laptop,40689,177 Ratings & 17 Reviews,4.2
Asus TUF Ryzen 7 Quad Core 3750H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1...,64990,171 Ratings & 26 Reviews,4.5
HP Omen Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 16...,85990,122 Ratings & 20 Reviews,4.8
HP 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-DA3001TU Laptop,34990,608 Ratings & 59 Reviews,3.8
Apple MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTJ2HN/A,83990,591 Ratings & 82 Reviews,4.6
HP Ryzen 5 Quad Core NA - (8 GB/1 TB HDD/Windows 10 Home) 245 G7 Thin and Light Laptop,40200,58 Ratings & 7 Reviews,4.2
HP Pavilion Gaming Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,69990,602 Ratings & 102 Reviews,4.5
Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK511T Thin and ...,55990,1527 Ratings & 187 Reviews,4.4
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-CR2000TU Thin and Light Lapto...,59980,381 Ratings & 39 Reviews,4.5
Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,72990,30 Ratings & 7 Reviews,4.7
HP 14s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14s-er0004TU Thin and Light Laptop,43990,6 Ratings & 0 Reviews,3.8
Acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) A514-54-5753 Thin and Light Laptop,54990,3 Ratings & 1 Reviews,2.7
HP 14s Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR1008TU Thin and Light Laptop,51000,611 Ratings & 83 Reviews,4.4
Apple MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTL2HN/A,83990,231 Ratings & 25 Reviews,4.6
Dell Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3593 Laptop,42100,16 Ratings & 1 Reviews,3.9
HP Pavilion 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14-ce3065TU Thin and Ligh...,59400,131 Ratings & 27 Reviews,4.5
Asus ZenBook 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX425EA-BM501TS Thin and Light La...,77990,8 Ratings & 1 Reviews,4.6
Asus ROG Strix G15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,82990,256 Ratings & 46 Reviews,4.6
MSI GF63 Thin Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650 w...,52990,430 Ratings & 76 Reviews,4.4
Lenovo Ideapad 3 Athlon Dual Core 3050U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,30789,735 Ratings & 109 Reviews,4
Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) INS 5408 Thin and Lig...,65990,98 Ratings & 13 Reviews,4.3
HP 15s Ryzen 5 Quad Core 3450U - (8 GB/1 TB HDD/Windows 10 Home) 15s-GR0010AU Thin and Light Laptop,40990,,
Acer Predator Helios 300 Core i5 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,94990,429 Ratings & 73 Reviews,4.6
Dell Inspiron Pentium Gold - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3480 Thin and Light Laptop,29643,329 Ratings & 56 Reviews,4.2
Dell Vostro Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3491 Thin and Light Laptop,33690,1604 Ratings & 202 Reviews,3.8
Lenovo Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) V15-IIL Laptop,34990,53 Ratings & 7 Reviews,4
Dell Inspiron Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3593 Laptop,34990,156 Ratings & 14 Reviews,3.9
Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S340 L...,61990,7 Ratings & 2 Reviews,4.1
Lenovo Ideapad Gaming 3i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,67990,441 Ratings & 59 Reviews,4.4
HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,99990,109 Ratings & 16 Reviews,4.4
Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,39990,328 Ratings & 59 Reviews,4.4
Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,61990,106 Ratings & 22 Reviews,4.4
Dell Inspiron 3000 APU Dual Core A9 A9-9425 - (4 GB/1 TB HDD/Windows 10 Home) 3595 Laptop,27990,375 Ratings & 50 Reviews,4
Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK512T Thin and ...,55990,1556 Ratings & 170 Reviews,4.3
Apple MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MXK32HN/A,122990,160 Ratings & 27 Reviews,4.6
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,64374,458 Ratings & 55 Reviews,4.4
Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK...,59990,1104 Ratings & 158 Reviews,4.5
Acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,119990,1328 Ratings & 247 Reviews,4.6
Asus ROG Strix G Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Gefo...,69990,5535 Ratings & 732 Reviews,4.5
Acer Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF313-53-532J Thin and Light Laptop,67990,6 Ratings & 1 Reviews,4.8
Lenovo ThinkPad Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) ThinkPad E14 Thin and Li...,62990,22 Ratings & 1 Reviews,4.4
MSI GF65 Thin Core i7 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 166...,84990,255 Ratings & 43 Reviews,4.5
Asus ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce G...,104990,27 Ratings & 5 Reviews,4.4
Dell G3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,72990,190 Ratings & 17 Reviews,4.5
Apple MacBook Pro Core i9 8th Gen - (16 GB/512 GB SSD/Mac OS Mojave/4 GB Graphics) MV912HN,209990,16 Ratings & 0 Reviews,4.2
HP 15s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du2002TU Thin and Light Laptop,42990,432 Ratings & 54 Reviews,4.4
HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Gef...,59990,947 Ratings & 118 Reviews,4.5
Asus TUF Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1...,59990,253 Ratings & 29 Reviews,4.4
Avita Liber V14 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NS14A8INV562-CYA Thin and ...,38990,107 Ratings & 25 Reviews,4.2
Asus ROG Strix G15 (2020) Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Gefo...,93990,179 Ratings & 35 Reviews,4.5
Dell G3 Core i7 9th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1...,84990,310 Ratings & 50 Reviews,4.4
Apple MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTK2HN/A,83990,591 Ratings & 82 Reviews,4.6
HP Omen Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 16...,75990,495 Ratings & 89 Reviews,4.6
HP Omen Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650 Ti) 1...,114990,11 Ratings & 3 Reviews,3.3
HP Pavilion x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw0069TU 2 in 1 Laptop  with ...,72442,39 Ratings & 6 Reviews,4.7
Apple MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH22HN/A,118990,215 Ratings & 15 Reviews,4.5
Asus VivoBook 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) M413IA-EK584T Thin and Li...,50991,236 Ratings & 56 Reviews,4.4
MSI Bravo 15 Ryzen 5 Hexa Core 4600H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX 5...,72990,85 Ratings & 17 Reviews,4.6
Apple MacBook Pro Core i9 9th Gen - (16 GB/1 TB SSD/Mac OS Catalina/4 GB Graphics) MVVK2HN/A,224900,81 Ratings & 10 Reviews,4.8
